# 2023  7 11  0  0 UTC  2023  7 11  0 44 UTC
# ID,Year,Month,Day,Time(UTC),Lat,Lon,Area(km^2),Volcano,Level,Reliability,FRP(Wm^-2),QF,Hot(ID)
1,2023,7,11,0000,59.90,143.74,2.49,0,2,3,1.78,0,13
2,2023,7,11,0000,59.90,143.76,2.49,0,2,3,1.78,0,13
3,2023,7,11,0000,59.88,140.90,2.49,0,3,3,1.36,0,15
4,2023,7,11,0000,59.88,140.92,2.49,0,3,3,1.36,0,15
5,2023,7,11,0000,59.88,140.94,2.49,0,3,3,2.00,0,15
6,2023,7,11,0000,59.88,140.96,2.49,0,3,3,2.00,0,15
7,2023,7,11,0000,59.88,143.74,2.49,0,2,3,1.79,0,13
8,2023,7,11,0000,59.88,143.76,2.49,0,2,3,1.79,0,13
9,2023,7,11,0000,59.86,140.90,2.49,0,3,3,1.36,0,15
10,2023,7,11,0000,59.86,140.92,2.49,0,3,1,1.36,0,15
11,2023,7,11,0000,59.86,140.94,2.49,0,3,3,2.01,0,15
12,2023,7,11,0000,59.86,140.96,2.49,0,3,3,2.01,0,15
13,2023,7,11,0000,59.86,143.74,2.49,0,2,1,1.79,0,13
14,2023,7,11,0000,59.86,143.76,2.49,0,2,1,1.79,0,13
15,2023,7,11,0000,59.84,140.94,2.49,0,3,3,2.01,0,15
16,2023,7,11,0000,58.74,138.04,2.57,0,2,1,1.04,0,16
17,2023,7,11,0000,58.72,131.04,2.57,0,3,3,1.52,0,25
18,2023,7,11,0000,58.72,131.06,2.57,0,3,1,1.12,0,25
19,2023,7,11,0000,58.72,131.08,2.57,0,3,3,1.12,0,25
20,2023,7,11,0000,58.70,131.02,2.58,0,3,3,1.52,0,25
21,2023,7,11,0000,58.70,131.04,2.58,0,3,3,1.52,0,25
22,2023,7,11,0000,58.70,131.06,2.58,0,3,3,1.12,0,25
23,2023,7,11,0000,58.70,131.08,2.58,0,3,3,1.12,0,25
24,2023,7,11,0000,58.68,131.04,2.58,0,3,3,1.53,0,25
25,2023,7,11,0000,58.68,131.06,2.58,0,3,3,1.53,0,25
26,2023,7,11,0000,58.68,131.08,2.58,0,3,3,1.12,0,25
27,2023,7,11,0000,58.68,131.10,2.58,0,3,3,1.12,0,25
28,2023,7,11,0000,58.66,126.90,2.58,0,3,1,1.14,0,28
29,2023,7,11,0000,58.58,130.76,2.58,0,3,3,1.45,0,34
30,2023,7,11,0000,58.58,130.78,2.58,0,3,3,1.45,0,34
31,2023,7,11,0000,58.56,130.76,2.59,0,3,3,1.45,0,34
32,2023,7,11,0000,58.56,130.78,2.59,0,3,3,1.45,0,34
33,2023,7,11,0000,58.54,130.78,2.59,0,3,3,1.46,0,34
34,2023,7,11,0000,58.54,130.80,2.59,0,3,3,1.46,0,34
35,2023,7,11,0000,58.44,125.74,2.59,0,2,5,9.70,0,37
36,2023,7,11,0000,58.44,125.76,2.59,0,2,5,9.70,0,37
37,2023,7,11,0000,58.42,125.76,2.60,0,2,5,9.71,0,37
38,2023,7,11,0000,58.42,125.78,2.60,0,2,5,9.71,0,37
39,2023,7,11,0000,58.40,125.76,2.60,0,2,3,2.04,0,37
40,2023,7,11,0000,58.40,125.78,2.60,0,2,3,2.04,0,37
41,2023,7,11,0000,58.38,125.78,2.60,0,2,3,2.04,0,37
42,2023,7,11,0000,58.38,125.80,2.60,0,2,3,2.04,0,37
43,2023,7,11,0000,58.36,125.78,2.60,0,2,3,2.05,0,37
44,2023,7,11,0000,58.36,125.80,2.60,0,2,3,2.05,0,37
45,2023,7,11,0000,58.34,131.66,2.60,0,2,1,1.43,0,70
46,2023,7,11,0000,58.34,131.68,2.60,0,2,1,1.43,0,70
47,2023,7,11,0000,58.34,131.70,2.60,0,3,3,1.64,0,70
48,2023,7,11,0000,58.34,131.72,2.60,0,3,3,1.64,0,70
49,2023,7,11,0000,58.34,131.74,2.60,0,3,3,1.71,0,70
50,2023,7,11,0000,58.34,131.76,2.60,0,3,3,1.71,0,70
51,2023,7,11,0000,58.32,119.64,2.60,0,2,5,15.58,0,83
52,2023,7,11,0000,58.32,119.66,2.60,0,2,5,15.58,0,83
53,2023,7,11,0000,58.32,131.66,2.60,0,2,3,1.43,0,70
54,2023,7,11,0000,58.32,131.68,2.60,0,2,1,1.43,0,70
55,2023,7,11,0000,58.32,131.70,2.60,0,3,3,1.56,0,70
56,2023,7,11,0000,58.32,131.72,2.60,0,3,3,1.56,0,70
57,2023,7,11,0000,58.32,131.74,2.60,0,3,3,1.65,0,70
58,2023,7,11,0000,58.32,131.76,2.60,0,3,3,1.65,0,70
59,2023,7,11,0000,58.30,119.66,2.60,0,2,5,15.58,0,83
60,2023,7,11,0000,58.30,119.68,2.60,0,2,5,15.58,0,83
61,2023,7,11,0000,58.30,131.68,2.60,0,3,3,1.50,0,70
62,2023,7,11,0000,58.30,131.70,2.60,0,3,3,1.50,0,70
63,2023,7,11,0000,58.30,131.72,2.60,0,3,3,1.84,0,70
64,2023,7,11,0000,58.30,131.74,2.60,0,3,3,1.84,0,70
65,2023,7,11,0000,58.28,119.64,2.61,0,2,3,7.11,0,83
66,2023,7,11,0000,58.28,119.68,2.61,0,2,5,15.58,0,83
67,2023,7,11,0000,58.28,119.70,2.61,0,2,5,15.58,0,83
68,2023,7,11,0000,58.28,131.68,2.61,0,3,3,1.50,0,70
69,2023,7,11,0000,58.28,131.70,2.61,0,3,3,1.50,0,70
70,2023,7,11,0000,58.28,131.72,2.61,0,3,3,1.84,0,70
71,2023,7,11,0000,58.28,131.74,2.61,0,3,3,1.84,0,70
72,2023,7,11,0000,58.26,119.64,2.61,0,2,3,7.11,0,83
73,2023,7,11,0000,58.26,119.66,2.61,0,2,3,7.11,0,83
74,2023,7,11,0000,58.26,119.68,2.61,0,2,5,15.83,0,83
75,2023,7,11,0000,58.26,119.70,2.61,0,2,5,15.83,0,83
76,2023,7,11,0000,58.26,119.72,2.61,0,2,3,10.13,0,83
77,2023,7,11,0000,58.26,119.74,2.61,0,2,3,10.13,0,83
78,2023,7,11,0000,58.26,119.76,2.61,0,2,3,10.13,0,83
79,2023,7,11,0000,58.26,131.78,2.61,0,3,3,1.52,0,79
80,2023,7,11,0000,58.24,119.66,2.61,0,2,3,7.12,0,83
81,2023,7,11,0000,58.24,119.68,2.61,0,2,3,7.13,0,83
82,2023,7,11,0000,58.24,119.70,2.61,0,2,5,15.84,0,83
83,2023,7,11,0000,58.24,119.72,2.61,0,2,5,15.84,0,83
84,2023,7,11,0000,58.24,119.74,2.61,0,2,3,10.13,0,83
85,2023,7,11,0000,58.24,119.76,2.61,0,2,3,10.13,0,83
86,2023,7,11,0000,57.96,121.36,2.63,0,2,5,12.57,0,111
87,2023,7,11,0000,57.96,121.38,2.63,0,2,5,12.57,0,111
88,2023,7,11,0000,57.96,121.40,2.63,0,2,5,24.64,0,111
89,2023,7,11,0000,57.96,121.42,2.63,0,2,5,24.64,0,111
90,2023,7,11,0000,57.96,121.44,2.63,0,2,5,27.23,0,111
91,2023,7,11,0000,57.96,121.46,2.63,0,2,5,27.23,0,111
92,2023,7,11,0000,57.94,121.38,2.63,0,2,5,12.57,0,111
93,2023,7,11,0000,57.94,121.40,2.63,0,2,5,24.64,0,111
94,2023,7,11,0000,57.94,121.42,2.63,0,2,5,24.64,0,111
95,2023,7,11,0000,57.94,121.44,2.63,0,2,5,27.23,0,111
96,2023,7,11,0000,57.94,121.46,2.63,0,2,5,27.23,0,111
97,2023,7,11,0000,57.92,121.38,2.63,0,2,3,11.83,0,111
98,2023,7,11,0000,57.92,121.40,2.63,0,2,3,11.83,0,111
99,2023,7,11,0000,57.92,121.42,2.63,0,2,5,23.51,0,111
100,2023,7,11,0000,57.92,121.44,2.63,0,2,5,23.51,0,111
101,2023,7,11,0000,57.92,121.46,2.63,0,1,5,57.80,0,111
102,2023,7,11,0000,57.92,121.48,2.63,0,1,5,57.81,0,111
103,2023,7,11,0000,57.90,121.40,2.63,0,2,3,11.83,0,111
104,2023,7,11,0000,57.90,121.42,2.63,0,2,3,11.83,0,111
105,2023,7,11,0000,57.90,121.44,2.63,0,2,5,23.51,0,111
106,2023,7,11,0000,57.90,121.46,2.63,0,2,5,23.51,0,111
107,2023,7,11,0000,57.90,121.48,2.63,0,1,5,57.81,0,111
108,2023,7,11,0000,57.90,121.50,2.63,0,1,5,57.81,0,111
109,2023,7,11,0000,57.88,121.44,2.64,0,2,5,23.51,0,111
110,2023,7,11,0000,57.88,121.46,2.64,0,2,5,23.51,0,111
111,2023,7,11,0000,57.88,121.48,2.64,0,1,5,57.81,0,111
112,2023,7,11,0000,57.88,121.50,2.64,0,1,5,57.81,0,111
113,2023,7,11,0000,57.84,132.68,2.64,0,3,3,.73,0,120
114,2023,7,11,0000,57.84,132.70,2.64,0,3,3,.73,0,120
115,2023,7,11,0000,57.82,132.70,2.64,0,3,3,.73,0,120
116,2023,7,11,0000,57.80,132.70,2.64,0,2,3,1.04,0,120
117,2023,7,11,0000,57.80,132.72,2.64,0,2,3,1.04,0,120
118,2023,7,11,0000,57.78,132.70,2.64,0,2,3,1.04,0,120
119,2023,7,11,0000,57.78,132.72,2.64,0,2,3,1.04,0,120
120,2023,7,11,0000,57.76,132.70,2.64,0,2,3,1.04,0,120
121,2023,7,11,0000,57.76,132.72,2.64,0,2,3,1.04,0,120
122,2023,7,11,0000,57.70,131.24,2.65,0,3,3,1.16,0,122
123,2023,7,11,0000,57.70,131.26,2.65,0,3,3,1.16,0,122
124,2023,7,11,0000,57.66,131.26,2.65,0,3,3,1.17,0,124
125,2023,7,11,0000,57.66,131.28,2.65,0,3,3,1.17,0,124
126,2023,7,11,0000,57.54,133.32,2.66,0,3,3,1.68,0,133
127,2023,7,11,0000,57.54,133.34,2.66,0,3,3,2.01,0,133
128,2023,7,11,0000,57.54,133.36,2.66,0,3,3,2.01,0,133
129,2023,7,11,0000,57.52,133.32,2.66,0,3,1,1.68,0,133
130,2023,7,11,0000,57.52,133.34,2.66,0,3,3,1.68,0,133
131,2023,7,11,0000,57.52,133.36,2.66,0,3,3,2.02,0,133
132,2023,7,11,0000,57.50,133.36,2.66,0,3,3,1.73,0,133
133,2023,7,11,0000,57.50,133.38,2.66,0,3,3,2.02,0,133
134,2023,7,11,0000,57.48,133.36,2.66,0,3,3,1.73,0,133
135,2023,7,11,0000,57.48,133.38,2.66,0,3,3,1.73,0,133
136,2023,7,11,0000,57.46,125.22,2.67,0,3,1,1.38,0,154
137,2023,7,11,0000,57.46,125.24,2.67,0,3,1,1.38,0,154
138,2023,7,11,0000,57.46,125.26,2.67,0,3,3,1.81,0,154
139,2023,7,11,0000,57.46,125.28,2.67,0,3,3,1.81,0,154
140,2023,7,11,0000,57.46,133.36,2.67,0,3,3,1.73,0,133
141,2023,7,11,0000,57.46,133.38,2.67,0,3,3,1.65,0,133
142,2023,7,11,0000,57.44,117.90,2.67,0,3,1,.67,0,148
143,2023,7,11,0000,57.44,117.92,2.67,0,3,3,.67,0,148
144,2023,7,11,0000,57.44,125.22,2.67,0,3,1,1.39,0,154
145,2023,7,11,0000,57.44,125.24,2.67,0,3,1,1.39,0,154
146,2023,7,11,0000,57.44,125.26,2.67,0,3,3,1.81,0,154
147,2023,7,11,0000,57.44,125.28,2.67,0,3,3,1.81,0,154
148,2023,7,11,0000,57.42,117.90,2.67,0,3,3,.67,0,148
149,2023,7,11,0000,57.42,117.92,2.67,0,3,3,.67,0,148
150,2023,7,11,0000,57.42,125.24,2.67,0,3,3,2.40,0,154
151,2023,7,11,0000,57.42,125.26,2.67,0,3,3,2.40,0,154
152,2023,7,11,0000,57.42,125.28,2.67,0,3,3,1.83,0,154
153,2023,7,11,0000,57.42,125.30,2.67,0,3,3,1.83,0,154
154,2023,7,11,0000,57.40,125.24,2.67,0,3,3,2.41,0,154
155,2023,7,11,0000,57.40,125.26,2.67,0,3,3,2.41,0,154
156,2023,7,11,0000,57.40,125.28,2.67,0,3,3,1.76,0,154
157,2023,7,11,0000,57.40,125.30,2.67,0,3,3,1.76,0,154
158,2023,7,11,0000,57.40,133.34,2.67,0,2,3,2.27,0,168
159,2023,7,11,0000,57.40,133.36,2.67,0,2,3,2.27,0,168
160,2023,7,11,0000,57.38,133.34,2.67,0,2,3,2.27,0,168
161,2023,7,11,0000,57.38,133.36,2.67,0,2,3,2.27,0,168
162,2023,7,11,0000,57.36,133.34,2.67,0,2,5,5.52,0,168
163,2023,7,11,0000,57.36,133.36,2.67,0,2,3,2.27,0,168
164,2023,7,11,0000,57.34,121.84,2.67,0,3,3,1.19,0,165
165,2023,7,11,0000,57.34,121.86,2.67,0,3,3,1.19,0,165
166,2023,7,11,0000,57.34,133.36,2.67,0,2,5,5.53,0,168
167,2023,7,11,0000,57.34,133.38,2.67,0,2,5,5.53,0,168
168,2023,7,11,0000,57.32,133.36,2.68,0,2,5,5.53,0,168
169,2023,7,11,0000,57.32,133.38,2.68,0,2,5,5.53,0,168
170,2023,7,11,0000,57.30,121.86,2.68,0,3,3,1.19,0,170
171,2023,7,11,0000,57.30,121.88,2.68,0,3,3,1.19,0,170
172,2023,7,11,0000,57.28,134.48,2.68,0,3,3,1.18,0,172
173,2023,7,11,0000,57.28,134.50,2.68,0,3,1,1.18,0,172
174,2023,7,11,0000,57.26,128.92,2.68,0,2,3,3.85,0,176
175,2023,7,11,0000,57.26,128.94,2.68,0,2,3,3.85,0,176
176,2023,7,11,0000,57.24,128.92,2.68,0,2,3,3.85,0,176
177,2023,7,11,0000,57.24,128.94,2.68,0,2,3,3.85,0,176
178,2023,7,11,0000,57.08,131.60,2.69,0,3,3,1.51,0,182
179,2023,7,11,0000,57.08,131.62,2.69,0,3,3,1.51,0,182
180,2023,7,11,0000,57.06,131.60,2.70,0,3,3,1.51,0,182
181,2023,7,11,0000,57.06,131.62,2.70,0,3,3,1.51,0,182
182,2023,7,11,0000,57.04,131.62,2.70,0,3,3,1.51,0,182
183,2023,7,11,0000,57.04,131.64,2.70,0,3,3,1.51,0,182
184,2023,7,11,0000,56.98,123.90,2.70,0,3,3,1.18,0,186
185,2023,7,11,0000,56.98,123.92,2.70,0,3,3,1.18,0,186
186,2023,7,11,0000,56.96,123.92,2.70,0,3,3,1.18,0,186
187,2023,7,11,0000,56.94,134.94,2.70,0,3,3,1.56,0,191
188,2023,7,11,0000,56.94,134.96,2.70,0,3,3,1.56,0,191
189,2023,7,11,0000,56.92,134.34,2.71,0,3,1,1.02,0,189
190,2023,7,11,0000,56.92,134.36,2.71,0,3,3,1.02,0,189
191,2023,7,11,0000,56.92,134.94,2.71,0,3,3,1.56,0,191
192,2023,7,11,0000,56.92,134.96,2.71,0,3,1,1.56,0,191
193,2023,7,11,0000,56.88,132.92,2.71,0,3,1,1.02,0,193
194,2023,7,11,0000,56.88,134.34,2.71,0,3,3,1.02,0,194
195,2023,7,11,0000,56.88,134.36,2.71,0,3,3,1.02,0,194
196,2023,7,11,0000,56.80,133.26,2.71,0,3,3,1.33,0,200
197,2023,7,11,0000,56.80,133.28,2.71,0,3,3,1.33,0,200
198,2023,7,11,0000,56.78,124.52,2.72,0,3,3,2.48,0,198
199,2023,7,11,0000,56.78,133.26,2.72,0,3,3,1.33,0,200
200,2023,7,11,0000,56.78,133.28,2.72,0,3,3,1.33,0,200
201,2023,7,11,0000,56.78,133.90,2.72,0,3,3,2.15,0,207
202,2023,7,11,0000,56.78,133.92,2.72,0,3,3,2.15,0,207
203,2023,7,11,0000,56.78,133.94,2.72,0,3,3,1.89,0,207
204,2023,7,11,0000,56.78,133.96,2.72,0,3,3,1.89,0,207
205,2023,7,11,0000,56.76,124.58,2.72,0,3,3,1.95,0,212
206,2023,7,11,0000,56.76,124.60,2.72,0,3,3,1.95,0,212
207,2023,7,11,0000,56.76,133.90,2.72,0,3,3,2.15,0,207
208,2023,7,11,0000,56.76,133.92,2.72,0,3,3,2.15,0,207
209,2023,7,11,0000,56.76,133.94,2.72,0,3,3,1.89,0,207
210,2023,7,11,0000,56.76,133.96,2.72,0,3,3,1.89,0,207
211,2023,7,11,0000,56.74,124.54,2.72,0,3,3,2.42,0,212
212,2023,7,11,0000,56.74,124.56,2.72,0,3,3,2.42,0,212
213,2023,7,11,0000,56.74,124.58,2.72,0,3,3,1.95,0,212
214,2023,7,11,0000,56.74,124.60,2.72,0,3,3,1.95,0,212
215,2023,7,11,0000,56.74,133.32,2.72,0,2,1,.96,0,220
216,2023,7,11,0000,56.74,133.92,2.72,0,3,3,1.91,0,207
217,2023,7,11,0000,56.72,124.60,2.72,0,3,1,1.98,0,212
218,2023,7,11,0000,56.72,124.62,2.72,0,3,1,1.98,0,212
219,2023,7,11,0000,56.72,133.30,2.72,0,2,1,.96,0,220
220,2023,7,11,0000,56.72,133.32,2.72,0,2,3,.96,0,220
221,2023,7,11,0000,56.72,133.92,2.72,0,3,3,1.91,0,207
222,2023,7,11,0000,56.72,133.94,2.72,0,3,1,1.91,0,207
223,2023,7,11,0000,56.70,124.56,2.72,0,3,1,2.00,0,223
224,2023,7,11,0000,56.70,124.58,2.72,0,3,1,2.00,0,223
225,2023,7,11,0000,56.66,126.98,2.72,0,2,3,8.50,0,234
226,2023,7,11,0000,56.66,127.00,2.72,0,2,3,8.51,0,234
227,2023,7,11,0000,56.66,127.02,2.72,0,2,3,11.77,0,234
228,2023,7,11,0000,56.64,126.98,2.73,0,2,3,8.51,0,234
229,2023,7,11,0000,56.64,127.00,2.73,0,2,3,8.51,0,234
230,2023,7,11,0000,56.64,127.02,2.73,0,2,3,11.77,0,234
231,2023,7,11,0000,56.64,127.04,2.73,0,2,3,11.77,0,234
232,2023,7,11,0000,56.62,127.00,2.73,0,2,3,8.51,0,234
233,2023,7,11,0000,56.62,127.02,2.73,0,2,3,8.51,0,234
234,2023,7,11,0000,56.62,127.04,2.73,0,2,3,11.78,0,234
235,2023,7,11,0000,56.60,129.58,2.73,0,2,3,8.37,0,239
236,2023,7,11,0000,56.60,129.60,2.73,0,2,3,8.37,0,239
237,2023,7,11,0000,56.58,129.58,2.73,0,2,3,8.37,0,239
238,2023,7,11,0000,56.58,129.60,2.73,0,2,3,8.37,0,239
239,2023,7,11,0000,56.56,129.60,2.73,0,2,3,8.37,0,239
240,2023,7,11,0000,56.40,131.46,2.74,0,3,1,1.22,0,244
241,2023,7,11,0000,56.40,131.48,2.74,0,3,1,1.22,0,244
242,2023,7,11,0000,56.38,131.44,2.74,0,3,3,1.45,0,242
243,2023,7,11,0000,56.38,131.48,2.74,0,3,1,1.22,0,244
244,2023,7,11,0000,56.36,131.48,2.75,0,3,1,1.22,0,244
245,2023,7,11,0000,56.28,121.36,2.75,0,3,3,1.34,0,245
246,2023,7,11,0000,56.28,121.38,2.75,0,3,3,1.34,0,245
247,2023,7,11,0000,56.28,134.04,2.75,0,3,1,1.95,0,257
248,2023,7,11,0000,56.28,134.06,2.75,0,3,1,1.95,0,257
249,2023,7,11,0000,56.28,134.08,2.75,0,3,3,2.30,0,257
250,2023,7,11,0000,56.28,134.10,2.75,0,3,3,2.15,0,257
251,2023,7,11,0000,56.28,134.12,2.75,0,3,3,2.15,0,257
252,2023,7,11,0000,56.28,134.18,2.75,0,3,3,2.34,0,274
253,2023,7,11,0000,56.28,134.20,2.75,0,3,3,2.34,0,274
254,2023,7,11,0000,56.28,134.22,2.75,0,3,3,2.79,0,274
255,2023,7,11,0000,56.26,134.04,2.75,0,3,1,1.95,0,257
256,2023,7,11,0000,56.26,134.06,2.75,0,3,1,1.95,0,257
257,2023,7,11,0000,56.26,134.08,2.75,0,3,3,2.31,0,257
258,2023,7,11,0000,56.26,134.10,2.75,0,3,3,2.15,0,257
259,2023,7,11,0000,56.26,134.12,2.75,0,3,3,2.15,0,257
260,2023,7,11,0000,56.26,134.18,2.75,0,3,3,2.28,0,274
261,2023,7,11,0000,56.26,134.20,2.75,0,3,3,2.28,0,274
262,2023,7,11,0000,56.26,134.22,2.75,0,3,3,2.79,0,274
263,2023,7,11,0000,56.26,134.24,2.75,0,3,3,2.79,0,274
264,2023,7,11,0000,56.24,134.22,2.75,0,3,3,2.81,0,274
265,2023,7,11,0000,56.24,134.24,2.75,0,3,3,2.81,0,274
266,2023,7,11,0000,56.24,134.26,2.75,0,2,3,2.84,0,274
267,2023,7,11,0000,56.22,134.22,2.76,0,3,3,2.81,0,274
268,2023,7,11,0000,56.22,134.24,2.76,0,3,3,2.81,0,274
269,2023,7,11,0000,56.22,134.26,2.76,0,2,3,2.85,0,274
270,2023,7,11,0000,56.22,134.28,2.76,0,2,3,2.85,0,274
271,2023,7,11,0000,56.20,121.40,2.76,0,3,3,2.10,2,271
272,2023,7,11,0000,56.20,121.42,2.76,0,3,3,2.10,2,271
273,2023,7,11,0000,56.20,134.26,2.76,0,2,3,2.85,0,274
274,2023,7,11,0000,56.20,134.28,2.76,0,2,3,2.85,0,274
275,2023,7,11,0000,56.16,123.28,2.76,0,3,3,.92,0,275
276,2023,7,11,0000,56.08,125.84,2.77,0,1,3,17.96,0,280
277,2023,7,11,0000,56.08,125.86,2.77,0,1,3,17.96,0,280
278,2023,7,11,0000,56.08,125.88,2.77,0,2,3,11.15,0,280
279,2023,7,11,0000,56.08,125.90,2.77,0,2,3,11.15,0,280
280,2023,7,11,0000,56.06,125.84,2.77,0,1,3,17.96,0,280
281,2023,7,11,0000,56.06,125.86,2.77,0,1,3,17.96,0,280
282,2023,7,11,0000,56.06,125.88,2.77,0,2,3,11.15,0,280
283,2023,7,11,0000,56.06,125.90,2.77,0,2,3,11.15,0,280
284,2023,7,11,0000,56.04,125.86,2.77,0,2,3,6.87,0,280
285,2023,7,11,0000,56.04,125.88,2.77,0,2,3,6.87,0,280
286,2023,7,11,0000,56.04,125.90,2.77,0,2,5,12.62,0,280
287,2023,7,11,0000,56.04,125.92,2.77,0,2,5,12.62,0,280
288,2023,7,11,0000,56.04,125.94,2.77,0,2,3,7.34,0,280
289,2023,7,11,0000,56.02,125.86,2.77,0,2,3,6.88,0,280
290,2023,7,11,0000,56.02,125.88,2.77,0,2,3,6.88,0,280
291,2023,7,11,0000,56.02,125.90,2.77,0,2,5,12.63,0,280
292,2023,7,11,0000,56.02,125.92,2.77,0,2,5,12.63,0,280
293,2023,7,11,0000,56.02,125.94,2.77,0,2,3,7.36,0,280
294,2023,7,11,0000,56.02,125.96,2.77,0,2,3,7.37,0,280
295,2023,7,11,0000,56.02,131.82,2.77,0,3,1,1.81,0,300
296,2023,7,11,0000,56.00,125.90,2.77,0,2,3,6.88,0,280
297,2023,7,11,0000,56.00,125.92,2.77,0,2,5,12.63,0,280
298,2023,7,11,0000,56.00,125.94,2.77,0,2,3,7.37,0,280
299,2023,7,11,0000,56.00,125.96,2.77,0,2,3,7.37,0,280
300,2023,7,11,0000,56.00,131.82,2.77,0,3,1,1.81,0,300
301,2023,7,11,0000,56.00,131.84,2.77,0,3,1,1.81,0,300
302,2023,7,11,0000,55.86,132.72,2.78,0,3,3,1.59,0,305
303,2023,7,11,0000,55.86,132.74,2.78,0,3,3,1.59,0,305
304,2023,7,11,0000,55.84,132.72,2.78,0,3,3,1.59,0,305
305,2023,7,11,0000,55.84,132.74,2.78,0,3,3,1.59,0,305
306,2023,7,11,0000,55.80,132.00,2.79,0,2,3,4.68,0,310
307,2023,7,11,0000,55.80,132.02,2.79,0,2,3,4.68,0,310
308,2023,7,11,0000,55.78,132.00,2.79,0,2,3,4.68,0,310
309,2023,7,11,0000,55.78,132.02,2.79,0,2,3,4.68,0,310
310,2023,7,11,0000,55.76,132.02,2.79,0,2,5,15.18,0,310
311,2023,7,11,0000,55.74,132.02,2.79,0,2,5,14.85,0,310
312,2023,7,11,0000,55.74,132.04,2.79,0,2,5,14.85,0,310
313,2023,7,11,0000,55.74,132.58,2.79,0,3,3,1.13,0,315
314,2023,7,11,0000,55.74,132.60,2.79,0,3,1,1.13,0,315
315,2023,7,11,0000,55.72,132.58,2.79,0,3,3,1.13,0,315
316,2023,7,11,0000,55.72,132.60,2.79,0,3,1,1.13,0,315
317,2023,7,11,0000,55.66,134.46,2.80,0,3,3,1.90,0,320
318,2023,7,11,0000,55.66,134.48,2.80,0,3,3,1.90,0,320
319,2023,7,11,0000,55.64,134.46,2.80,0,3,3,1.90,0,320
320,2023,7,11,0000,55.64,134.48,2.80,0,3,3,1.90,0,320
321,2023,7,11,0000,55.50,133.46,2.81,0,3,3,2.34,0,323
322,2023,7,11,0000,55.50,133.48,2.81,0,3,3,2.34,0,323
323,2023,7,11,0000,55.48,133.46,2.81,0,3,3,2.34,0,323
324,2023,7,11,0000,55.48,133.48,2.81,0,3,3,2.34,0,323
325,2023,7,11,0000,55.38,121.22,2.82,0,3,3,.95,0,328
326,2023,7,11,0000,55.38,121.24,2.82,0,3,3,.94,0,328
327,2023,7,11,0000,55.38,121.26,2.82,0,3,3,.95,0,328
328,2023,7,11,0000,55.36,121.22,2.82,0,3,3,.95,0,328
329,2023,7,11,0000,55.36,121.24,2.82,0,3,3,.95,0,328
330,2023,7,11,0000,55.36,121.26,2.82,0,3,3,.95,0,328
331,2023,7,11,0000,55.34,121.26,2.82,0,3,3,.87,0,328
332,2023,7,11,0000,55.34,121.28,2.82,0,3,3,.87,0,328
333,2023,7,11,0000,55.34,133.60,2.82,0,3,3,2.74,0,333
334,2023,7,11,0000,55.20,134.04,2.83,0,2,3,1.26,0,337
335,2023,7,11,0000,55.18,134.04,2.83,0,2,3,1.26,0,337
336,2023,7,11,0000,55.16,134.04,2.83,0,2,3,1.26,0,337
337,2023,7,11,0000,55.16,134.06,2.83,0,2,3,1.26,0,337
338,2023,7,11,0000,55.02,125.08,2.84,0,3,3,1.25,0,338
339,2023,7,11,0000,55.02,125.10,2.84,0,3,3,1.25,0,338
340,2023,7,11,0000,54.94,125.22,2.85,0,3,1,1.08,0,340
341,2023,7,11,0000,54.94,125.24,2.85,0,3,1,1.08,0,340
342,2023,7,11,0000,54.76,122.96,2.86,0,3,3,1.35,2,344
343,2023,7,11,0000,54.76,123.00,2.86,0,3,3,1.09,0,344
344,2023,7,11,0000,54.74,122.96,2.86,0,3,3,1.35,2,344
345,2023,7,11,0000,54.74,122.98,2.86,0,3,3,1.09,0,344
346,2023,7,11,0000,54.74,123.00,2.86,0,3,3,1.09,0,344
347,2023,7,11,0000,54.70,133.44,2.86,0,3,1,1.23,0,347
348,2023,7,11,0000,54.60,133.88,2.87,0,2,3,2.68,0,355
349,2023,7,11,0000,54.58,133.88,2.87,0,2,3,2.68,0,355
350,2023,7,11,0000,54.56,133.88,2.87,0,2,3,2.65,0,355
351,2023,7,11,0000,54.56,133.90,2.87,0,2,3,2.65,0,355
352,2023,7,11,0000,54.56,133.92,2.87,0,2,5,4.56,0,355
353,2023,7,11,0000,54.54,133.88,2.88,0,2,3,2.65,0,355
354,2023,7,11,0000,54.54,133.90,2.88,0,2,3,2.65,0,355
355,2023,7,11,0000,54.54,133.92,2.88,0,2,5,4.56,0,355
356,2023,7,11,0000,54.34,136.68,2.89,0,3,3,1.45,0,357
357,2023,7,11,0000,54.32,136.68,2.89,0,3,3,1.45,0,357
358,2023,7,11,0000,54.32,136.70,2.89,0,3,3,1.45,0,357
359,2023,7,11,0000,54.26,132.86,2.90,0,3,3,1.47,0,369
360,2023,7,11,0000,54.26,132.88,2.90,0,3,3,1.47,0,369
361,2023,7,11,0000,54.26,132.90,2.90,0,3,3,1.42,0,369
362,2023,7,11,0000,54.26,132.92,2.90,0,3,3,1.42,0,369
363,2023,7,11,0000,54.24,132.88,2.90,0,3,3,1.47,0,369
364,2023,7,11,0000,54.24,132.90,2.90,0,3,3,1.42,0,369
365,2023,7,11,0000,54.24,132.92,2.90,0,3,3,1.42,0,369
366,2023,7,11,0000,54.24,132.96,2.90,0,3,1,.86,0,366
